id,created_time,updated_time,from_name,from_id,to_name,message,link,name,caption,description,source,type,place
462493170453287_724871797548755,2014-09-26T23:49:42+0000,2014-09-29T18:34:04+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]","Ok, the liar is demanding payment from GAIL BLACKMAN. As was previously suggested,  the OWNER will be sent the endorsement to settle the account. I've put together a notice for the owner and would love any feedback (additions, deletions, misunderstandings that I may have) 

NOTICE OF INTENT TO SETTLE COURT FILE CV-14-511026

Attention: Jacques L'Abbe, Deputy Registrar General of Ontario
CC: Court File CV-14-611026
CC: Justice Graeme Mew, Ontario Superior Court of Justice, Toronto

We are an agent of the Sole Authorized Administrator (PPSA Registration Number: xxxxxxxxxxx) of the person known as GAIL MARIE BLACKMAN.  I write this in good faith with the intent to balance the Accounting of Court File CV-14-511026.

The Account, GAIL MARIE BLACKMAN, was charged and found liable. The woman, gail blackman, does not wish to act as the party with surety in the matter and has notified the Court (file) and Justice Mew. (See enclosed Notice of Mistake).
.
It is our understanding that you are the PRINCIPAL DEBTOR, and as a gesture of good will and good faith, we are forwarding Justice Mew's Endorsement to you with instructions to settle/set off the account. 

It is our understanding that to proceed against a party who doesn’t have surety in the matter is, in fact, fraud.  If we have made a mistake in this procedure and/or our understanding, please tell us, in writing, what we can do to help YOU settle the Accounting for this Account and we will be happy, willing, and able to administrate the matter.

Authorized by:",,,,,,status,None
462493170453287_717427681626500,2014-09-07T15:16:46+0000,2014-09-09T16:56:49+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]","ok once again from the dept of learning as I go along....this was included in the liars package for the hearing related to his application to have the lien removed. I'm trying to figure out exactly what is going on with this.  It appears based on the court clerks comment that they have filed a notice of bankruptcy for GAIL AND LARRY.  If this is the case, they have done so without the consent of GAIL AND LARRY.  Of course this is yet another charge to the liar for unauthorized use of the name.. is anyone aware of a ""law"" that makes this action by the liar and the court clerk legal?",,,,,,status,None
462493170453287_683251745044094,2014-06-19T18:53:46+0000,2014-06-20T23:40:26+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]","A trustee corporation contacted the Bank of Canada asking for the process to be deal with a completed bill of exchange it is holding. This was their response;

Dear Sir/Madam,

 Your request falls outside the purview of the Bank of Canada. The Bank of Canada, as a central bank, is not a commercial financial institution, and therefore does not hold or accept deposits, bonds, securities or any other funds on behalf of general public, nor does it provide banking or financial services to individuals.

The mandate of the Bank of Canada is to conduct monetary policy so as to promote the economic and financial welfare of Canada. We pursue this objective by keeping inflation low, stable, and predictable. As part of our mandate, we also supply quality bank notes that are readily accepted and secure against counterfeiting; and promote the safety and efficiency of Canada's financial system.

Best regards,
 

Public Information Office
Service de l'information publique
Communications
Bank of Canada/Banque du Canada
234 Laurier Avenue West/ 234, avenue Laurier Ouest
Ottawa, Ontario
K1A 0G9
info@bankofcanada.ca
T: 1 800 303-1282
F:  613 782-7713",,,,,,status,None
462493170453287_682710385098230,2014-06-18T15:45:25+0000,2014-06-19T15:19:28+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]","There is a trustee corporation with some completed bills of exchange and receipts that need to be taken care of to ensure the accounts balance. I've been focusing on figuring out the process for the trustee corp to follow in sending them to the bank of canada. So far this is what I've suggested to the trustee corp;

1. send public notice and copy of birth certificate to the bank of canada and minister of finance 
2. confirm that the minister of finance fiduciary/trustee
3. send the completed bill of exchange or receipt to the bank of canada and a copy to the minister of finance. (in cases where there is more then one, sent an itemized statement with bills receipts attached?)

It seems to me that we want to create an account of sorts so that weekly/monthly whatever we choose, the process will be simple once all is set up. Anyone have any suggestions or insights on what else we need to consider?",,,,,,status,None
462493170453287_683170775052191,2014-06-19T14:43:56+0000,2014-06-19T14:43:56+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]","For the dogecoin fans http://freedoge.co.in/?op=home",,,,,,status,None
462493170453287_679244218778180,2014-06-11T01:02:25+0000,2014-06-12T14:07:36+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]","From the File ""learning as I go along"" There is a lawyer who allegedly is working on behalf of a bank to collect money from 2 persons, even though they received a zero balance statement from the bank. This lawyer has threatened garnishing wages, and a lien. He is now threatening a ""Direction to enforce"" instruction to the local sheriff. 

On numerous occasions this lawyer has been asked to provide proof of standing and a true bill. Nothing has been received to date. He has included in the letter a copy of the Direction to Enforce that he says he will send to the sheriff to sell the home etc. 

A corporation I trust has liened the property for the equity, he is about to be in default for non payment of his account with us. (not to mention racking up more charges with this letter ). 

My question(s) are;

IF he does plan on this course of action, can he force the sale of a house for an unsecured line of credit?

The fact that there is no sheriff file number on it, makes me think he is using  intimidating and scare tactics. Will I receive notice from the sheriff IF he does go ahead with this (before they come knocking?)

Is there anything else that needs to be considered?",,,,,,status,None
462493170453287_679628148739787,2014-06-11T22:13:40+0000,2014-06-11T22:19:10+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]",,,,,,,status,None
462493170453287_677752685594000,2014-06-07T18:59:26+0000,2014-06-09T06:53:29+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}, {u'name': u'Pete Daoust', u'id': u'10201771254270067'}]","As many of you are aware the  gas was cut off this week. Cold showers are not cool lol The trustee corp agent was forced to buy back the debt in order to have peace in my home and enjoy a hot shower. 

As mentioned in Pete Daoust ""Invoice"" thread, about receipts and the Bank of Canada. a credit card was used to buy back the debt (turns out enbridge doesn't accept visa lol) and they don't give receipts, they say it will show up on your next ""invoice"" (her words) even though the piece of paper I got clearly states it is a bill. 

The debt was bought back via a commercial bank and the bank teller stamped a receipt created by 8750432 CANADA INC in the amount of what was ""paid"". The trustee corporation then took that receipt, wrote 'consumer purchase' on it, had me sign the back with my SIN and date. Public notice was also sent and a second notice directing the bank of canada to remit (as per the Bills of Exchange act section V) to 8750432 CANADA INC  the sum of $XXX. I also identified who was the drawee, drawer and beneficiary.

Not sure that is the proper procedure, but I guess we'll see",,,,,,status,None
462493170453287_676085579094044,2014-06-03T20:29:26+0000,2014-06-07T14:51:07+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]","I'd like to start a thread about Ex parte judgements. The court is an area that I'm really not that familiar with. Has anyone been through it that could share their experience?",,,,,,status,None
462493170453287_666437506725518,2014-05-13T04:28:51+0000,2014-05-14T04:43:25+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]",,,,,,,status,None
462493170453287_646832168686052,2014-03-30T23:54:28+0000,2014-05-08T09:16:22+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]","Question about lawyers.....my understanding is that they are NOT employees of the corporations they may work for....that they work more in terms of a special agreement type of situation. Is this correct?

I've had one swear up and down that he is an employee, his employee status being no different to that of a customer service employee. So let's just say he was telling the truth, would the ""employee"" status mean that he would no longer be protected by limited liability?",,,,,,status,None
462493170453287_662764913759444,2014-05-06T00:04:36+0000,2014-05-06T15:14:56+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]","There is a situation some may be aware of where by a bank has received a default judgement against the person I hold in my pocket. The bank is the plaintiff and it's the lawyer who is sending me notices about garnishing and now threats to take my house. He also has claimed a few things in the latest letter that are not true that, because of the success of this fraud to date, need to be rebutted by someone I trust. What I's like to prevent is any possibility of joinder with the lawyer, to date he has not provided proof of standing and is a 3rd party interloper. I'm thinking that all the trustee responses to his correspondence should be sent to the bank CFO and the court file. The idea being, the claims are rebutted, but not allowing him (the lawyer) to create any kind of joinder. Any comments, insights would be appreciated.",,,,,,status,None
462493170453287_662392230463379,2014-05-05T02:47:46+0000,2014-05-05T07:29:28+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]","Is anyone else having trouble with ppsa.ca not loading?",,,,,,status,None
462493170453287_651610134874922,2014-04-11T02:02:44+0000,2014-04-11T05:48:25+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]","I've had a default judgement against me...I didn't accept being a defendant (because it was a private settled agreement) my paper work was not accepted by the court and the clerk proceeded with a judgement against me. The liar is now threatening garnish wages (my husband is an employee)....I went deposit a NOM and BC and decline their offer...the clerk said i have to send all to the plaintiff and complete a motion to be defendant. I don't want to be a defendant and am wondering if depositing a praecipe with a NOM is something I can do, is it too late (I think I should have used the praecipe initially? 

In Robb Ryders video about praecipe, he says in Canada praecipes can be used instead of motions.",,,,,,status,None
462493170453287_638228509546418,2014-03-16T03:32:51+0000,2014-03-16T18:25:00+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]","I wanted to throw an idea in here, and get some feedback. This relates to bills of exchange and lets use a gas bill in the example. GAIL received a bill of exchange from the gas company. A duly authorized trustee corporation is going to administer that debt for her.

This BOE would be an asset for the corp. Because the gas company has such an issue in dealing with BOE, the corp will send a check to the gas company to cover the debt. 

Then the corp will submit the BOE to the Bank of Canada. What I'm not sure about is whether that is done through the mail directly to the B of C or if the corporation can deposit the BOE into their bank account and the bank will process the BOE through the Canadian Payments Act to the Bank of Canada?

If this was to work, could the corp not be an exchange for others to deal with their B of E hassle free...creating a value for the corp, exchanging a BOE into money of account, reducing the debt, and creating new money?

Does this make sense?",,,,,,status,None
462493170453287_623832287652707,2014-02-11T19:46:47+0000,2014-02-17T03:33:48+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]","Can we have a thread where we can create a check list of sorts or clarification of what we need to do once the corp/trust is created and the lien placed on the name?

Proper notice of the lien to the government... which government agencies require the notice?
Send a notarized copy of the BC with the notice?
Is the corporate seal equivalent to a notary signature?
Find an accountant to access the receivers certificate?
Open up a non interest bearing bank account?
...",,,,,,status,None
462493170453287_625945354108067,2014-02-16T20:08:37+0000,2014-02-17T03:20:30+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]",,,,,,,status,None
462493170453287_496189027083701,2013-03-25T23:51:42+0000,2014-01-29T00:39:57+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]",,,,,,,status,None
462493170453287_614241818611754,2014-01-19T20:42:59+0000,2014-01-21T04:41:43+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]","""Private money"" they're trying to figure out how to tax it. It is not legal tender,  therefore no joinder ... who would  knowingly consent to paying a tax.",,,,,,status,None
462493170453287_566939546675315,2013-10-02T05:36:32+0000,2014-01-18T19:12:45+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]","If this man had his property in a private trust, would the govt have been able to expropriate it?",,,,,,status,None
462493170453287_569190463116890,2013-10-08T16:26:57+0000,2014-01-14T03:10:31+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]","Derek Moran spoke a couple weeks ago before the Toronto Police Services Board at City Hall regarding the future/increased use of Tasers, Derek's portion is at 176:40 ...spoiler alert, he doesn't talk about Tasers http://www.rogerstv.com/page.aspx?lid=237&rid=16&sid=3431&gid=118526",,,,,,status,None
462493170453287_607420882627181,2014-01-02T22:02:24+0000,2014-01-06T10:45:25+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]","all went well...still have to go back on the 9th to set the trial date.It started out in front of a JP who didn't want anything to do with me rebutting the capacity of the name so he put me over to court room 3 to speak to a judge...The judge was a sweetheart and accepted all my files and the Crown said the court appointed lawyer was un available to set a date for trial so...looks like the Crown is looking for ways to stall things! lol!",,,,,,status,None
462493170453287_606603929375543,2014-01-01T05:55:34+0000,2014-01-01T06:04:48+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]",,https://www.facebook.com/photo.php?fbid=10202615418764118&set=gm.606603929375543&type=3,,,,,photo,None
462493170453287_603582623011007,2013-12-24T19:11:00+0000,2013-12-25T07:24:11+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]","YES I GOT ARRESTED...for fail to appear!...I arrived at the court house 12 min late and the judge signed a warrant for the arrest of DEAN KORY so when the 5 uniformed officers saw me ,they grabbed me! I went in front of the JP for a bail hearing and he remanded me into custody for 2 days and I was held at the Lindsay Jail for a bail hearing this morning where I argued that I could not possibly ""APPEAR"" even if I was there on time...the court information read ""fail to ATTEND"",the charge reads""fail to APPEAR"" so I said ""if you want me to APPEAR than the inference would be that I must have disappeared first"" I was released with the fail to appear STAYED!",,,,,,status,None
462493170453287_569568266412443,2013-10-09T16:25:47+0000,2013-12-20T22:49:00+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]","For those that may have missed it ;)

Scott Duncan THE Creator has the SUPREME law. YOU are THE creator. ""God"" is an invention by the nobility to FILL that ""THE CREATOR"" spot, so you will think you aren't entitled.",,,,,,status,None
462493170453287_595725643796705,2013-12-04T15:14:33+0000,2013-12-10T16:51:25+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]","Still looking for the Admiral!",https://www.facebook.com/photo.php?fbid=10202417522496835&set=gm.595725643796705&type=3,,,,,photo,None
462493170453287_595130283856241,2013-12-02T23:43:29+0000,2013-12-05T15:39:40+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]","I'd like to start a discussion on the effect of a lien on the legal name has on things like mortgages, cars etc. I'm feeling a bit cloudy in my comprehension of a few things still....If there is a mortgage in the persons name for example, bringing the house into the trust would be opening up the private trust to the public so we don't want that. Say there is a willingness on the part of the corporation  to continue to pay the mortgage....

Does the corporation send notice the bank that it will be paying that debt monthly and that will take care of it? 
Is there anything needed to be known when it comes time to renew the mortgage (the corporation will be the customer of the bank this time)",,,,,,status,None
462493170453287_594417117260891,2013-12-01T05:47:38+0000,2013-12-01T16:29:49+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]",https://www.youtube.com/watch?v=vW07vvxuHMA#t=78,,,,,,status,None
462493170453287_589344404434829,2013-11-18T14:48:15+0000,2013-11-23T02:29:17+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]",http://rt.com/business/bitcoin-dollar-virtual-currency-895/,,,,,,status,None
462493170453287_588702684499001,2013-11-17T02:44:19+0000,2013-11-17T11:59:14+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]","I suggest they become their own bank, keep a useful amount of legal tender so their corporations can pay bills that require it, or use a bitcoin atm to withdraw what you need and invest what you don't instantly need back into bitcoin. This could be very interesting because they will have to pay everything with cash...many places won't accept cash

Any other suggestions?",,,,,,status,None
462493170453287_531728606863076,2013-07-01T16:13:40+0000,2013-11-16T17:10:54+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}, {u'name': u'Scott Duncan', u'id': u'927379467328526'}]","Scott Duncan, I would love to hear your feedback! I am finally following YOUR advice and sending a notice of mistake. Yes folks... I am doing what Scott said (or at least my interpretation of it).

I am using this for a child support allegation, but you could use this for anything!

http://freedomfromgovernment.us/?p=217",,,,,,status,None
462493170453287_587854624583807,2013-11-14T23:22:41+0000,2013-11-15T20:42:33+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]","I don't want to go the court route so I'm about to lien a bank, & its CFO for not honouring their contract with me and a lawyer. Rather then create an affidavit of obligation, I'm thinking of sending them a copy of the public notice. Give them 10 days to respond and then create the lien if no response and publish the public notice. Is there anything I need to be aware of that I've missed or any other suggestions?",,,,,,status,None
462493170453287_536001246435812,2013-07-12T15:34:51+0000,2013-11-13T23:23:44+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]","I got a parking ticket last night, I don't remember seeing a thread but my thoughts are sending them a notice of mistake? ...or in this case would a notice rejecting  their offer to contract be more effective ?...would that be sent to the town offices or to the court?",,,,,,status,None
462493170453287_537683496267587,2013-07-16T20:07:29+0000,2013-11-13T21:14:21+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]","I think this is morally deficient/deviant and identifies many concerns. From a TFL perspective, however, maybe this can help us to see that there is detachment between the flesh man/woman/child and their PERSON.

 As Pierre says, they own the PERSON. They obviously feel righteous in using it in any way they see fit. To be emotionally attached or otherwise to our PERSON can be traumatizing.

The identity they used was the name of the child's PERSON which they own via the birth certificate. Using the PERSON's BC,  they were able to obtain a passport in the PERSON's name.",,,,,,status,None
462493170453287_532993060069964,2013-07-04T23:56:22+0000,2013-11-13T12:11:54+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]","Thought I would share this for discussion, a friend made a post that they received a trust number from CRA and the declaration/deed of the trust is to govern/control the use of the Canadian citizen by the living man",,,,,,status,None
462493170453287_515924125110191,2013-05-23T01:01:29+0000,2013-11-12T02:04:42+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]","holly shit!...I got raided by 7 or 8 officers only min. after you drove off,they had a warrant to seize all y computer equiptment and digital voice recorders claiming its against the law for me to have recorded my court proceedings and post them on the internet! im waiting for them to search the contents and get back to me to arrest me on it and ill have to have another bail hearing...so im fail to appear at the hearing but they accuse me of an offence at the hearing I failed to appear at! lo! wow!",,,,,,status,None
462493170453287_492074400828497,2013-03-14T08:45:36+0000,2013-11-11T23:26:03+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]","I recall hearing something related to sending notice to a bank for example, to reclaim your money, from a loan or mortgage once its been paid in full...am I understanding that correctly? If I am, what is the name of the notice?",,,,,,status,None
462493170453287_511383842230886,2013-05-09T22:34:12+0000,2013-11-11T23:15:04+0000,,,"[{u'id': u'462493170453287', u'name': u'THE TENDER FOR LAW', u'privacy': u'OPEN'}]","So i appeared today in court and when the judge asked me if i was DEAN KORY i answered that i was the bennificiary to the trust being called by the court....he issued a warrant for the arrest of DEAN KORY for fail to appear! I recorded our exchange and ill post it asap!",,,,,,status,None
